FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Phase_I_PheWAS	Importance	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
102750					100001	.		Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Sushi intake	1472	1536	Complete	Categorical single	Sushi	Data	Primary	Unisex	5	1	100001	"Question asked: """"How many pieces of sushi did you have?"""" This question was only asked to participants who reported consuming pasta, rice, sushi or couscous. If the participant activated the Help feature they were shown the message:  Sushi consists of sushi rice, sometimes with seaweed, with a variety of toppings/fillings made from vegetables, fish and meat. If you record that you have eaten sushi, then you do not need to record the toppings/fillings or seaweed elsewhere. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102750
102760					100001	.		Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Snackpot intake	752	772	Complete	Categorical single	Pot	Data	Primary	Unisex	5	1	100001	"Question asked: """"How many pots of snack pot, noodles/rice (e.g. Pot Noodle) did you have?"""" This question was only asked to participants who reported consuming pasta, rice, sushi or couscous."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102760
102770					100001	.		Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Couscous intake	8598	9158	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100001	"Question asked: """"How many servings of couscous did you have?"""" This question was only asked to participants who reported consuming pasta, rice, sushi or couscous."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102770
102780					100001	.		Online follow-up > Diet by 24-hour recall > Bread/pasta/rice yesterday	100101	Other grain intake	2659	2827	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100001	"Question asked: """"How many servings of other cooked grains such as bulgur wheat, millet or pearl barley did you have?"""" This question was only asked to participants who reported consuming pasta, rice, sushi or couscous."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102780
102800					100010	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Cheese consumers	211010	458594	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"Did you eat any cheese yesterday? Cheese in sandwiches, on burgers, on jacket potato, pasta dishes."""" If the participant activated the Help feature they were shown the message:  Please do not include cheese sauce as this will be asked later. A guide to servings: 1 serving of cheese - a chunk about the size of a small matchbox; 1 serving of grated cheese - about a handful or a large spoonful; 1 serving of spreadable cheese - the amount spread onto a typical slice of square sandwich bread. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102800
102810					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Low fat hard cheese intake	20012	23377	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of low fat hard cheese (e.g. Edam, reduced fat Cheddar) did you have?"""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102810
102820					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Hard cheese intake	91915	130105	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of hard cheese (e.g. Cheddar, Parmesan) did you have?"""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102820
102830					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Soft cheese intake	17486	20070	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of soft cheese (e.g. Brie) did you have?"""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102830
102840					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Blue cheese intake	12939	14753	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of blue cheese (e.g. Stilton) did you have?"""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102840
102850					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Low fat cheese spread intake	7428	8412	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of low fat spreadable cheese did you have?"""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102850
102860					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Cheese spread intake	7750	8333	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of spreadable cheese (e.g. cream cheese) did you have?"""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102860
102870					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Cottage cheese intake	5608	6627	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of cottage cheese did you have?"""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102870
102880					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Feta intake	5485	5834	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of feta did you have?"""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102880
102890					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Mozzarella intake	7148	7511	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of mozzarella did you have?"""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102890
102900					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Goat's cheese intake	6773	7677	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of goat's cheese did you have?"""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102900
102910					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Other cheese intake	8428	8967	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of other cheese did you have?"""" This question was only asked to participants who reported consuming cheese."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102910
102930					100010	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Egg consumers	211010	458594	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"Did you eat any eggs yesterday? e.g. with breakfast, with a salad, with toast, part of a main meal or in sandwiches."""" If the participant activated the Help feature they were shown the message:  Gala pies (pork pies with egg) should have the boiled egg part recorded in this section (don't forget to record the pastry and pork as well). Do not count eggs that are cooking ingredients such as those in cakes or homemade burgers. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102930
102940					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Whole egg intake	52149	64946	Complete	Categorical single	Number of eggs	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many whole eggs (e.g. fried, boiled, poached) did you have?"""" This question was only asked to participants who reported consuming eggs."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102940
102950					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Omelette intake	20385	22376	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of omelettes or scrambled eggs did you have?"""" This question was only asked to participants who reported consuming eggs."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102950
102960					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Eggs in sandwiches intake	10307	10919	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of egg in sandwiches (made with or without mayonnaise) did you have?"""" This question was only asked to participants who reported consuming eggs."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102960
102970					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Scotch egg intake	989	1016	Complete	Categorical single	Each	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many scotch eggs did you have?"""" This question was only asked to participants who reported consuming eggs."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102970
102980					100003	.		Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday	100107	Other egg intake	6463	6747	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100003	"Question asked: """"How many servings of other egg dishes did you have?"""" This question was only asked to participants who reported consuming eggs."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102980
103000					100010	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Meat consumers	211010	458594	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"Did you eat any meat or poultry yesterday? Think about curry, stir-fry, sandwiches, pie fillings, sausages/burgers, liver, pate or mince."""" If the participant activated the Help feature they were shown the message:  Select which category best describes your type of meat or poultry, otherwise select the Other category. Game and offal (not liver) should be recorded in the Other category. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103000
103010					100016	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Sausage intake	32220	36038	Complete	Categorical single	Each	Data	Primary	Unisex	5	1	100016	"Question asked: """"How many sausages did you have?"""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103010
103020					100016	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Beef intake	69703	85874	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"How many servings of beef (e.g. roast, steak, mince, curry, burger) did you have?"""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103020
103030					100016	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Pork intake	28891	32034	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"How many servings of pork (e.g. roast, chops, sweet and sour) did you have?"""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103030
103040					100016	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Lamb intake	22840	24910	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"How many servings of lamb or mutton (e.g. roast, chops, stew, burger) did you have?"""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103040
103050					100016	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Crumbed or deep-fried poultry intake	13767	14480	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"How many servings of chicken or turkey in breadcrumbs or deep fried (e.g. nuggets, KFC) did you have?"""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103050
103060					100016	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Poultry intake	83166	107299	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"How many servings of chicken or turkey (e.g. roast, drumsticks, curry) did you have?"""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103060
103070					100016	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Bacon intake	37288	43197	Complete	Categorical single	Rasher	Data	Primary	Unisex	5	1	100016	"Question asked: """"How many rashers of bacon did you have?"""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103070
103080					100016	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Ham intake	57078	71336	Complete	Categorical single	Slice	Data	Primary	Unisex	5	1	100016	"Question asked: """"How many slices of ham, Parma ham, salami, pastrami, cured meats did you have?"""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103080
103090					100016	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Liver intake	9132	9773	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"How many servings of liver or liver pate did you have?"""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103090
103100					100016	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Other meat intake	8736	9156	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"How many servings of other meat (e.g. duck, goose, kidney) did you have?"""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103100
103120					100008	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Fat removed from meat	105587	152696	Complete	Categorical single		Data	Primary	Unisex	5	1	100008	"Question asked: """"Did you remove the fat from the beef, pork, lamb, mutton, bacon, ham or other cured meats?"""" This question was only asked to participants who reported consuming these types of meat."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103120
103130					100008	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Skin removed from poultry	82033	106206	Complete	Categorical single		Data	Primary	Unisex	5	1	100008	"Question asked: """"Did you remove the skin from the chicken or turkey?"""" This question was only asked to participants who reported consuming poultry. If the participant activated the Help feature they were shown the message:  N/A means Not Applicable. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103130
103140					100010	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Fish consumer	211010	458594	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"Did you eat any fish or seafood yesterday? e.g. at breakfast, takeaway with chips, smoked fish, fish pate, tuna in sandwiches."""" If the participant activated the Help feature they were shown the message:  Any fish or seafood used in sushi does not need to be recorded here. Sushi should have been recorded previously in the pasta and rice section. Select which category best describes the type of fish you ate, otherwise select the Other category. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103140
103150					100004	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Tinned tuna intake	20556	22801	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many servings of tinned tuna did you have?"""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103150
103160					100004	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Oily fish intake	44523	53766	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many servings of oily fish (e.g. salmon, tinned salmon, herring, mackerel, sardines, fresh tuna steak) did you have?"""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103160
103170					100004	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Breaded fish intake	9728	10222	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many servings of breaded fish (e.g. fish fingers) or fish cakes did you have?"""" This question was only asked to participants who reported consuming fish or seafood. If the participant activated the Help feature they were shown the message:  Two fish fingers or two fish cakes count as one serving. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103170
103180					100004	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Battered fish intake	8841	9166	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many servings of battered fish did you have?"""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103180
103190					100004	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	White fish intake	21712	23583	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many servings of white fish (e.g. cod, haddock, fish pie) did you have?"""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103190
103200					100004	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Prawns intake	19118	21019	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many servings of prawns did you have?"""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103200
103210					100004	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Lobster/crab intake	2276	2345	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many servings of lobster or crab did you have?"""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103210
103220					100004	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Shellfish intake	4830	5056	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many servings of shellfish (e.g. mussels, scallops) did you have?"""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103220
103230					100004	.		Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Other fish intake	8119	8530	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many servings of other fish did you have?"""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103230
103250					100010	.		Online follow-up > Diet by 24-hour recall > Vegetarian alternatives yesterday	100111	Vegetarian alternatives intake	211010	458594	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"Did you eat any vegetarian alternatives to meat yesterday? e.g. vegetarian burgers / sausages, nut roast, tofu, soya, Quorn."""" If the participant activated the Help feature they were shown the message:  Select which category best describes your type of vegetarian food, otherwise select the Other category. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103250
103260					100004	.		Online follow-up > Diet by 24-hour recall > Vegetarian alternatives yesterday	100111	Vegetarian sausages/burgers intake	3718	4215	Complete	Categorical single	Each	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many vegetarian sausages/burgers did you have?"""" This question was only asked to participants who reported consuming vegetarian alternatives."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103260
103270					100004	.		Online follow-up > Diet by 24-hour recall > Vegetarian alternatives yesterday	100111	Tofu intake	2936	3363	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many servings of tofu/tempeh/TVP/soya mince did you have?"""" This question was only asked to participants who reported consuming vegetarian alternatives. If the participant activated the Help feature they were shown the message:  Select which category best describes your type of vegetarian food, otherwise select the Other category. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103270
103280					100004	.		Online follow-up > Diet by 24-hour recall > Vegetarian alternatives yesterday	100111	Quorn intake	5254	6397	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many servings of Quorn did you have?"""" This question was only asked to participants who reported consuming vegetarian alternatives."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103280
103290					100004	.		Online follow-up > Diet by 24-hour recall > Vegetarian alternatives yesterday	100111	Other vegetarian alternative intake	3724	3963	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"How many servings of other vegetarian alternative (e.g. nut roast) did you have?"""" This question was only asked to participants who reported consuming vegetarian alternatives. If the participant activated the Help feature they were shown the message:  If you record that you had a nut roast or a lentil roast here, you do not need to record the nuts/vegetables/lentils anywhere else. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103290
103310					100010	.		Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	100110	Spreads/sauces consumers	211010	458594	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"Did you have any spreads, sauces, dips, jams or honey yesterday? e.g. Marmite, cream, mayo, hummus, dressings, ketchup, gravy, white sauce, cheese sauce, pasta sauce."""" If the participant activated the Help feature they were shown the message:  Please do not include cream cheese as that was asked about in the cheese section. Select which category best describes your type of spread, sauce or dip, otherwise select the Other category. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103310
103980					100010	.		Online follow-up > Diet by 24-hour recall > Spreads/sauces/cooking oils yesterday	100110	No fat for cooking	67325	89334	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"Were no fats or oils were used in cooking yesterday?"""" If the participant activated the Help feature they were shown the message:  Only use the None option at the bottom of the list if you are completely certain you did not have any kind of oil or fat at all (e.g. only salad eaten). "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103980
103990					100010	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Vegetable consumers	211010	458594	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"Did you eat any beans, lentils, potatoes or vegetables yesterday? Include fresh, tinned, frozen, dried; chips, salad, coleslaw, baked beans, chickpeas, veg in stews, pies etc."""" If the participant activated the Help feature they were shown the message:  Please include all vegetables, whether they are eaten by themselves, as an accompaniment or within a particular dish/meal such as a stew or pie. A serving of vegetables would be the typical amount dished up as an accompaniment to main meal. e.g. if you had a roast dinner with meat, potatoes, carrots and peas, most people would have one serving of potatoes, one serving of carrots and one serving of peas. For small amounts of vegetables that are not big enough to be counted individually (e.g. in a stew), please guess the number of servings and record that under Vegetable pieces. A serving is about the amount that would be dished up using a serving spoon (large spoon typically used in canteens or self-service buffets). Example: a beef stew with carrot and parsnip may have enough vegetables in it to count as a half serving of carrots plus a half serving of parsnip (possibly even a whole serving if there are a lot of vegetables in the stew). If not, it may be better to record the vegetables as a half serving of Vegetable pieces. For a selection of vegetables where the precise type may be unknown (for example in a shop bought vegetable pie or a stir fry cooked by a friend) please guess the total amount and record that under Vegetable pieces. Olives should have been recorded earlier under 'Savoury Snacks'. If your vegetable is not on the list, please record it under 'Other' located at the bottom of the list. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103990
104000					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Baked bean intake	29672	33531	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of baked beans did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104000
104010					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Pulses intake	35362	41756	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of other beans (kidney beans/chick peas/butter beans etc) or lentils did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104010
104020					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Fried potatoes intake	67187	82485	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of potatoes (fried, chips, wedges, roast) did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104020
104030					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Boiled/baked potatoes intake	89559	119113	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of baked or boiled potatoes did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104030
104040					100013	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Butter/margarine added to potatoes	16701	18363	Complete	Categorical single		Data	Primary	Unisex	5	1	100013	"Question asked: """"Was butter or margarine added to the baked or boiled potato?"""" This question was only asked to participants who reported consuming baked or boiled potatoes."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104040
104050					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Mashed potato intake	41122	47213	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of mashed potatoes did you have?"""""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104050
104060					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Mixed vegetable intake	34403	39820	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of mixed vegetables (e.g. frozen mixed veg) did you have?"""" This question was only asked to participants who reported consuming vegetables. If the participant activated the Help feature they were shown the message:  Vegetables recorded as 'Mixed vegetables', 'Vegetable pieces', 'Coleslaw' or 'Mixed side salad' should not be recorded individually further down the list. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104060
104070					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Vegetable pieces intake	48138	56694	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of vegetable pieces (too small to be counted as individual veg) did you have?"""" This question was only asked to participants who reported consuming vegetables. If the participant activated the Help feature they were shown the message:  Vegetables recorded as 'Mixed vegetables', 'Vegetable pieces', 'Coleslaw' or 'Mixed side salad' should not be recorded individually further down the list. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104070
104080					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Coleslaw intake	23152	26258	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of coleslaw or other salad vegetables in mayonnaise (e.g. waldorf salad) did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104080
104090					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Side salad intake	79096	105014	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of mixed side salad did you have?"""" If the participant activated the Help feature they were shown the message:  Vegetables recorded as 'Mixed vegetables', 'Vegetable pieces', 'Coleslaw' or 'Mixed side salad' should not be recorded individually further down the list. A side serving of salad (e.g. a few lettuce leaves, a couple of slices of tomato, a slice of red onion and a little cucumber) would count as a serving of mixed side salad. A large salad can contain half or whole servings of individual salad vegetables such as lettuce or tomato. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104090
104100					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Avocado intake	13476	15920	Complete	Categorical single	Medium avocado	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many medium avocados did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104100
104110					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Broad bean intake	10005	10657	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of broad beans did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104110
104120					100017	.		Online follow-up > Diet by 24-hour recall > Fruit/vegetables yesterday	100103	Green bean intake	39282	45977	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100017	"Question asked: """"How many servings of green/French/runner beans did you have?"""" This question was only asked to participants who reported consuming vegetables."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=104120
