FieldID	Field	action
130689	Source of report of D89 (other disorders involving the immune mechanism, not elsewhere classified)	added
130693	Source of report of E01 (iodine-deficiency-related thyroid disorders and allied conditions)	added
130695	Source of report of E02 (subclinical iodine-deficiency hypothyroidism)	added
130697	Source of report of E03 (other hypothyroidism)	added
130699	Source of report of E04 (other non-toxic goitre)	added
130701	Source of report of E05 (thyrotoxicosis [hyperthyroidism])	added
130703	Source of report of E06 (thyroiditis)	added
130705	Source of report of E07 (other disorders of thyroid)	added
130707	Source of report of E10 (insulin-dependent diabetes mellitus)	added
130709	Source of report of E11 (non-insulin-dependent diabetes mellitus)	added
130711	Source of report of E12 (malnutrition-related diabetes mellitus)	added
130713	Source of report of E13 (other specified diabetes mellitus)	added
130715	Source of report of E14 (unspecified diabetes mellitus)	added
130717	Source of report of E15 (nondiabetic hypoglycaemic coma)	added
130719	Source of report of E16 (other disorders of pancreatic internal secretion)	added
130721	Source of report of E20 (hypoparathyroidism)	added
130723	Source of report of E21 (hyperparathyroidism and other disorders of parathyroid gland)	added
130725	Source of report of E22 (hyperfunction of pituitary gland)	added
130727	Source of report of E23 (hypofunction and other disorders of pituitary gland)	added
130729	Source of report of E24 (cushing's syndrome)	added
130731	Source of report of E25 (adrenogenital disorders)	added
130733	Source of report of E26 (hyperaldosteronism)	added
130735	Source of report of E27 (other disorders of adrenal gland)	added
130737	Source of report of E28 (ovarian dysfunction)	added
130739	Source of report of E29 (testicular dysfunction)	added
130741	Source of report of E30 (disorders of puberty, not elsewhere classified)	added
130743	Source of report of E31 (polyglandular dysfunction)	added
130745	Source of report of E32 (diseases of thymus)	added
130747	Source of report of E34 (other endocrine disorders)	added
130749	Source of report of E35 (disorders of endocrine glands in diseases classified elsewhere)	added
130753	Source of report of E41 (nutritional marasmus)	added
130757	Source of report of E43 (unspecified severe protein-energy malnutrition)	added
130759	Source of report of E44 (protein-energy malnutrition of moderate and mild degree)	added
130761	Source of report of E45 (retarded development following protein-energy malnutrition)	added
130763	Source of report of E46 (unspecified protein-energy malnutrition)	added
130765	Source of report of E50 (vitamin a deficiency)	added
130767	Source of report of E51 (thiamine deficiency)	added
130769	Source of report of E52 (niacin deficiency [pellagra])	added
130771	Source of report of E53 (deficiency of other b group vitamins)	added
130773	Source of report of E54 (ascorbic acid deficiency)	added
130775	Source of report of E55 (vitamin d deficiency)	added
130777	Source of report of E56 (other vitamin deficiencies)	added
130779	Source of report of E58 (dietary calcium deficiency)	added
130781	Source of report of E59 (dietary selenium deficiency)	added
130783	Source of report of E60 (dietary zinc deficiency)	added
130785	Source of report of E61 (deficiency of other nutrient elements)	added
130787	Source of report of E63 (other nutritional deficiencies)	added
130789	Source of report of E64 (sequelae of malnutrition and other nutritional deficiencies)	added
130791	Source of report of E65 (localised adiposity)	added
130793	Source of report of E66 (obesity)	added
130795	Source of report of E67 (other hyperalimentation)	added
130797	Source of report of E68 (sequelae of hyperalimentation)	added
130799	Source of report of E70 (disorders of aromatic amino-acid metabolism)	added
130801	Source of report of E71 (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism)	added
130803	Source of report of E72 (other disorders of amino-acid metabolism)	added
130805	Source of report of E73 (lactose intolerance)	added
130807	Source of report of E74 (other disorders of carbohydrate metabolism)	added
130809	Source of report of E75 (disorders of sphingolipid metabolism and other lipid storage disorders)	added
130811	Source of report of E76 (disorders of glycosaminoglycan metabolism)	added
130813	Source of report of E77 (disorders of glycoprotein metabolism)	added
130815	Source of report of E78 (disorders of lipoprotein metabolism and other lipidaemias)	added
130817	Source of report of E79 (disorders of purine and pyrimidine metabolism)	added
130819	Source of report of E80 (disorders of porphyrin and bilirubin metabolism)	added
130821	Source of report of E83 (disorders of mineral metabolism)	added
130823	Source of report of E84 (cystic fibrosis)	added
130825	Source of report of E85 (amyloidosis)	added
130827	Source of report of E86 (volume depletion)	added
130829	Source of report of E87 (other disorders of fluid, electrolyte and acid-base balance)	added
130831	Source of report of E88 (other metabolic disorders)	added
130833	Source of report of E89 (postprocedural endocrine and metabolic disorders, not elsewhere classified)	added
130837	Source of report of F00 (dementia in alzheimer's disease)	added
130839	Source of report of F01 (vascular dementia)	added
130841	Source of report of F02 (dementia in other diseases classified elsewhere)	added
130843	Source of report of F03 (unspecified dementia)	added
130845	Source of report of F04 (organic amnesic syndrome, not induced by alcohol and other psychoactive substances)	added
130847	Source of report of F05 (delirium, not induced by alcohol and other psychoactive substances)	added
130849	Source of report of F06 (other mental disorders due to brain damage and dysfunction and to physical disease)	added
130851	Source of report of F07 (personality and behavioural disorders due to brain disease, damage and dysfunction)	added
130853	Source of report of F09 (unspecified organic or symptomatic mental disorder)	added
130855	Source of report of F10 (mental and behavioural disorders due to use of alcohol)	added
130857	Source of report of F11 (mental and behavioural disorders due to use of opioids)	added
130859	Source of report of F12 (mental and behavioural disorders due to use of cannabinoids)	added
130861	Source of report of F13 (mental and behavioural disorders due to use of sedatives or hypnotics)	added
130863	Source of report of F14 (mental and behavioural disorders due to use of cocaine)	added
130865	Source of report of F15 (mental and behavioural disorders due to use of other stimulants, including caffeine)	added
130867	Source of report of F16 (mental and behavioural disorders due to use of hallucinogens)	added
130869	Source of report of F17 (mental and behavioural disorders due to use of tobacco)	added
130871	Source of report of F18 (mental and behavioural disorders due to use of volatile solvents)	added
130873	Source of report of F19 (mental and behavioural disorders due to multiple drug use and use of other psychoactive substances)	added
130875	Source of report of F20 (schizophrenia)	added
130877	Source of report of F21 (schizotypal disorder)	added
130879	Source of report of F22 (persistent delusional disorders)	added
130881	Source of report of F23 (acute and transient psychotic disorders)	added
130883	Source of report of F24 (induced delusional disorder)	added
130885	Source of report of F25 (schizoaffective disorders)	added
130887	Source of report of F28 (other nonorganic psychotic disorders)	added
130889	Source of report of F29 (unspecified nonorganic psychosis)	added
130891	Source of report of F30 (manic episode)	added
130893	Source of report of F31 (bipolar affective disorder)	added
130895	Source of report of F32 (depressive episode)	added
130897	Source of report of F33 (recurrent depressive disorder)	added
130899	Source of report of F34 (persistent mood [affective] disorders)	added
130901	Source of report of F38 (other mood [affective] disorders)	added
130903	Source of report of F39 (unspecified mood [affective] disorder)	added
130905	Source of report of F40 (phobic anxiety disorders)	added
130907	Source of report of F41 (other anxiety disorders)	added
130909	Source of report of F42 (obsessive-compulsive disorder)	added
130911	Source of report of F43 (reaction to severe stress, and adjustment disorders)	added
130913	Source of report of F44 (dissociative [conversion] disorders)	added
130915	Source of report of F45 (somatoform disorders)	added
130917	Source of report of F48 (other neurotic disorders)	added
130919	Source of report of F50 (eating disorders)	added
130921	Source of report of F51 (nonorganic sleep disorders)	added
130923	Source of report of F52 (sexual dysfunction, not caused by organic disorder or disease)	added
130925	Source of report of F53 (mental and behavioural disorders associated with the puerperium, not elsewhere classified)	added
130927	Source of report of F54 (psychological and behavioural factors associated with disorders or diseases classified elsewhere)	added
130929	Source of report of F55 (abuse of non-dependence-producing substances)	added
130931	Source of report of F59 (unspecified behavioural syndromes associated with physiological disturbances and physical factors)	added
130933	Source of report of F60 (specific personality disorders)	added
130935	Source of report of F61 (mixed and other personality disorders)	added
130937	Source of report of F62 (enduring personality changes, not attributable to brain damage and disease)	added
130939	Source of report of F63 (habit and impulse disorders)	added
130941	Source of report of F64 (gender identity disorders)	added
130943	Source of report of F65 (disorders of sexual preference)	added
130945	Source of report of F66 (psychological and behavioural disorders associated with sexual development and orientation)	added
130947	Source of report of F68 (other disorders of adult personality and behaviour)	added
130949	Source of report of F69 (unspecified disorder of adult personality and behaviour)	added
130951	Source of report of F70 (mild mental retardation)	added
130953	Source of report of F71 (moderate mental retardation)	added
130955	Source of report of F72 (severe mental retardation)	added
130959	Source of report of F78 (other mental retardation)	added
130961	Source of report of F79 (unspecified mental retardation)	added
130963	Source of report of F80 (specific developmental disorders of speech and language)	added
130965	Source of report of F81 (specific developmental disorders of scholastic skills)	added
130967	Source of report of F82 (specific developmental disorder of motor function)	added
130971	Source of report of F84 (pervasive developmental disorders)	added
130973	Source of report of F88 (other disorders of psychological development)	added
130975	Source of report of F89 (unspecified disorder of psychological development)	added
130977	Source of report of F90 (hyperkinetic disorders)	added
130979	Source of report of F91 (conduct disorders)	added
130981	Source of report of F92 (mixed disorders of conduct and emotions)	added
130983	Source of report of F93 (emotional disorders with onset specific to childhood)	added
130985	Source of report of F94 (disorders of social functioning with onset specific to childhood and adolescence)	added
130987	Source of report of F95 (tic disorders)	added
130989	Source of report of F98 (other behavioural and emotional disorders with onset usually occurring in childhood and adolescence)	added
130991	Source of report of F99 (mental disorder, not otherwise specified)	added
130993	Source of report of G00 (bacterial meningitis, not elsewhere classified)	added
130995	Source of report of G01 (meningitis in bacterial diseases classified elsewhere)	added
130997	Source of report of G02 (meningitis in other infectious and parasitic diseases classified elsewhere)	added
130999	Source of report of G03 (meningitis due to other and unspecified causes)	added
131001	Source of report of G04 (encephalitis, myelitis and encephalomyelitis)	added
131003	Source of report of G05 (encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere)	added
131005	Source of report of G06 (intracranial and intraspinal abscess and granuloma)	added
131007	Source of report of G07 (intracranial and intraspinal abscess and granuloma in diseases classified elsewhere)	added
131009	Source of report of G08 (intracranial and intraspinal phlebitis and thrombophlebitis)	added
131011	Source of report of G09 (sequelae of inflammatory diseases of central nervous system)	added
131013	Source of report of G10 (huntington's disease)	added
131015	Source of report of G11 (hereditary ataxia)	added
131017	Source of report of G12 (spinal muscular atrophy and related syndromes)	added
131019	Source of report of G13 (systemic atrophies primarily affecting central nervous system in diseases classified elsewhere)	added
131021	Source of report of G14 (postpolio syndrome)	added
131023	Source of report of G20 (parkinson's disease)	added
131025	Source of report of G21 (secondary parkinsonism)	added
131027	Source of report of G22 (parkinsonism in diseases classified elsewhere)	added
131029	Source of report of G23 (other degenerative diseases of basal ganglia)	added
131031	Source of report of G24 (dystonia)	added
131033	Source of report of G25 (other extrapyramidal and movement disorders)	added
131037	Source of report of G30 (alzheimer's disease)	added
131039	Source of report of G31 (other degenerative diseases of nervous system, not elsewhere classified)	added
131041	Source of report of G32 (other degenerative disorders of nervous system in diseases classified elsewhere)	added
131043	Source of report of G35 (multiple sclerosis)	added
131045	Source of report of G36 (other acute disseminated demyelination)	added
131047	Source of report of G37 (other demyelinating diseases of central nervous system)	added
131049	Source of report of G40 (epilepsy)	added
131051	Source of report of G41 (status epilepticus)	added
131053	Source of report of G43 (migraine)	added
131055	Source of report of G44 (other headache syndromes)	added
131057	Source of report of G45 (transient cerebral ischaemic attacks and related syndromes)	added
131059	Source of report of G46 (vascular syndromes of brain in cerebrovascular diseases)	added
131061	Source of report of G47 (sleep disorders)	added
131063	Source of report of G50 (disorders of trigeminal nerve)	added
131065	Source of report of G51 (facial nerve disorders)	added
131067	Source of report of G52 (disorders of other cranial nerves)	added
131069	Source of report of G53 (cranial nerve disorders in diseases classified elsewhere)	added
131071	Source of report of G54 (nerve root and plexus disorders)	added
131073	Source of report of G55 (nerve root and plexus compressions in diseases classified elsewhere)	added
131075	Source of report of G56 (mononeuropathies of upper limb)	added
131077	Source of report of G57 (mononeuropathies of lower limb)	added
131079	Source of report of G58 (other mononeuropathies)	added
131081	Source of report of G59 (mononeuropathy in diseases classified elsewhere)	added
131083	Source of report of G60 (hereditary and idiopathic neuropathy)	added
131085	Source of report of G61 (inflammatory polyneuropathy)	added
131087	Source of report of G62 (other polyneuropathies)	added
131089	Source of report of G63 (polyneuropathy in diseases classified elsewhere)	added
131091	Source of report of G64 (other disorders of peripheral nervous system)	added
131093	Source of report of G70 (myasthenia gravis and other myoneural disorders)	added
131095	Source of report of G71 (primary disorders of muscles)	added
131097	Source of report of G72 (other myopathies)	added
131099	Source of report of G73 (disorders of myoneural junction and muscle in diseases classified elsewhere)	added
131101	Source of report of G80 (infantile cerebral palsy)	added
131103	Source of report of G81 (hemiplegia)	added
131105	Source of report of G82 (paraplegia and tetraplegia)	added
131107	Source of report of G83 (other paralytic syndromes)	added
131109	Source of report of G90 (disorders of autonomic nervous system)	added
131111	Source of report of G91 (hydrocephalus)	added
131113	Source of report of G92 (toxic encephalopathy)	added
131115	Source of report of G93 (other disorders of brain)	added
131117	Source of report of G94 (other disorders of brain in diseases classified elsewhere)	added
131119	Source of report of G95 (other diseases of spinal cord)	added
131121	Source of report of G96 (other disorders of central nervous system)	added
131123	Source of report of G97 (postprocedural disorders of nervous system, not elsewhere classified)	added
131125	Source of report of G98 (other disorders of nervous system, not elsewhere classified)	added
131127	Source of report of G99 (other disorders of nervous system in diseases classified elsewhere)	added
131129	Source of report of H00 (hordeolum and chalazion)	added
131131	Source of report of H01 (other inflammation of eyelid)	added
131133	Source of report of H02 (other disorders of eyelid)	added
131135	Source of report of H03 (disorders of eyelid in diseases classified elsewhere)	added
131137	Source of report of H04 (disorders of lachrymal system)	added
131139	Source of report of H05 (disorders of orbit)	added
131141	Source of report of H06 (disorders of lachrymal system and orbit in diseases classified elsewhere)	added
131143	Source of report of H10 (conjunctivitis)	added
131145	Source of report of H11 (other disorders of conjunctiva)	added
131147	Source of report of H13 (disorders of conjunctiva in diseases classified elsewhere)	added
131149	Source of report of H15 (disorders of sclera)	added
131151	Source of report of H16 (keratitis)	added
131153	Source of report of H17 (corneal scars and opacities)	added
131155	Source of report of H18 (other disorders of cornea)	added
131157	Source of report of H19 (disorders of sclera and cornea in diseases classified elsewhere)	added
131159	Source of report of H20 (iridocyclitis)	added
131161	Source of report of H21 (other disorders of iris and ciliary body)	added
131163	Source of report of H22 (disorders of iris and ciliary body in diseases classified elsewhere)	added
131165	Source of report of H25 (senile cataract)	added
131167	Source of report of H26 (other cataract)	added
131169	Source of report of H27 (other disorders of lens)	added
131171	Source of report of H28 (cataract and other disorders of lens in diseases classified elsewhere)	added
131173	Source of report of H30 (chorioretinal inflammation)	added
131175	Source of report of H31 (other disorders of choroid)	added
131177	Source of report of H32 (chorioretinal disorders in diseases classified elsewhere)	added
131179	Source of report of H33 (retinal detachments and breaks)	added
131181	Source of report of H34 (retinal vascular occlusions)	added
131183	Source of report of H35 (other retinal disorders)	added
131185	Source of report of H36 (retinal disorders in diseases classified elsewhere)	added
131187	Source of report of H40 (glaucoma)	added
131189	Source of report of H42 (glaucoma in diseases classified elsewhere)	added
131191	Source of report of H43 (disorders of vitreous body)	added
131193	Source of report of H44 (disorders of globe)	added
131195	Source of report of H45 (disorders of vitreous body and globe in diseases classified elsewhere)	added
131197	Source of report of H46 (optic neuritis)	added
131199	Source of report of H47 (other disorders of optic [2nd] nerve and visual pathways)	added
131201	Source of report of H48 (disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere)	added
131203	Source of report of H49 (paralytic strabismus)	added
131205	Source of report of H50 (other strabismus)	added
131207	Source of report of H51 (other disorders of binocular movement)	added
131209	Source of report of H52 (disorders of refraction and accommodation)	added
131211	Source of report of H53 (visual disturbances)	added
131213	Source of report of H54 (blindness and low vision)	added
131215	Source of report of H55 (nystagmus and other irregular eye movements)	added
131217	Source of report of H57 (other disorders of eye and adnexa)	added
131219	Source of report of H58 (other disorders of eye and adnexa in diseases classified elsewhere)	added
131221	Source of report of H59 (postprocedural disorders of eye and adnexa, not elsewhere classified)	added
131223	Source of report of H60 (otitis externa)	added
131225	Source of report of H61 (other disorders of external ear)	added
131227	Source of report of H62 (disorders of external ear in diseases classified elsewhere)	added
131229	Source of report of H65 (nonsuppurative otitis media)	added
131231	Source of report of H66 (suppurative and unspecified otitis media)	added
131233	Source of report of H67 (otitis media in diseases classified elsewhere)	added
131235	Source of report of H68 (eustachian salpingitis and obstruction)	added
131237	Source of report of H69 (other disorders of eustachian tube)	added
131239	Source of report of H70 (mastoiditis and related conditions)	added
131241	Source of report of H71 (cholesteatoma of middle ear)	added
131243	Source of report of H72 (perforation of tympanic membrane)	added
131245	Source of report of H73 (other disorders of tympanic membrane)	added
131247	Source of report of H74 (other disorders of middle ear and mastoid)	added
131249	Source of report of H75 (other disorders of middle ear and mastoid in diseases classified elsewhere)	added
131251	Source of report of H80 (otosclerosis)	added
131253	Source of report of H81 (disorders of vestibular function)	added
131255	Source of report of H82 (vertiginous syndromes in diseases classified elsewhere)	added
131257	Source of report of H83 (other diseases of inner ear)	added
131259	Source of report of H90 (conductive and sensorineural hearing loss)	added
131261	Source of report of H91 (other hearing loss)	added
131263	Source of report of H92 (otalgia and effusion of ear)	added
131265	Source of report of H93 (other disorders of ear, not elsewhere classified)	added
131267	Source of report of H94 (other disorders of ear in diseases classified elsewhere)	added
131269	Source of report of H95 (postprocedural disorders of ear and mastoid process, not elsewhere classified)	added
131271	Source of report of I00 (rheumatic fever without mention of heart involvement)	added
131273	Source of report of I01 (rheumatic fever with heart involvement)	added
131275	Source of report of I02 (rheumatic chorea)	added
131277	Source of report of I05 (rheumatic mitral valve diseases)	added
131279	Source of report of I06 (rheumatic aortic valve diseases)	added
131281	Source of report of I07 (rheumatic tricuspid valve diseases)	added
131283	Source of report of I08 (multiple valve diseases)	added
131285	Source of report of I09 (other rheumatic heart diseases)	added
131287	Source of report of I10 (essential (primary) hypertension)	added
131289	Source of report of I11 (hypertensive heart disease)	added
131291	Source of report of I12 (hypertensive renal disease)	added
131293	Source of report of I13 (hypertensive heart and renal disease)	added
131295	Source of report of I15 (secondary hypertension)	added
131297	Source of report of I20 (angina pectoris)	added
131299	Source of report of I21 (acute myocardial infarction)	added
131301	Source of report of I22 (subsequent myocardial infarction)	added
131303	Source of report of I23 (certain current complications following acute myocardial infarction)	added
131305	Source of report of I24 (other acute ischaemic heart diseases)	added
131307	Source of report of I25 (chronic ischaemic heart disease)	added
131309	Source of report of I26 (pulmonary embolism)	added
131311	Source of report of I27 (other pulmonary heart diseases)	added
131313	Source of report of I28 (other diseases of pulmonary vessels)	added
131315	Source of report of I30 (acute pericarditis)	added
131317	Source of report of I31 (other diseases of pericardium)	added
131319	Source of report of I32 (pericarditis in diseases classified elsewhere)	added
131321	Source of report of I33 (acute and subacute endocarditis)	added
131323	Source of report of I34 (nonrheumatic mitral valve disorders)	added
131325	Source of report of I35 (nonrheumatic aortic valve disorders)	added
131327	Source of report of I36 (nonrheumatic tricuspid valve disorders)	added
131329	Source of report of I37 (pulmonary valve disorders)	added
131331	Source of report of I38 (endocarditis, valve unspecified)	added
131333	Source of report of I39 (endocarditis and heart valve disorders in diseases classified elsewhere)	added
131335	Source of report of I40 (acute myocarditis)	added
131337	Source of report of I41 (myocarditis in diseases classified elsewhere)	added
131339	Source of report of I42 (cardiomyopathy)	added
131341	Source of report of I43 (cardiomyopathy in diseases classified elsewhere)	added
131343	Source of report of I44 (atrioventricular and left bundle-branch block)	added
131345	Source of report of I45 (other conduction disorders)	added
131347	Source of report of I46 (cardiac arrest)	added
131349	Source of report of I47 (paroxysmal tachycardia)	added
131351	Source of report of I48 (atrial fibrillation and flutter)	added
131353	Source of report of I49 (other cardiac arrhythmias)	added
131355	Source of report of I50 (heart failure)	added
131357	Source of report of I51 (complications and ill-defined descriptions of heart disease)	added
131359	Source of report of I52 (other heart disorders in diseases classified elsewhere)	added
131361	Source of report of I60 (subarachnoid haemorrhage)	added
131363	Source of report of I61 (intracerebral haemorrhage)	added
131365	Source of report of I62 (other nontraumatic intracranial haemorrhage)	added
131367	Source of report of I63 (cerebral infarction)	added
131369	Source of report of I64 (stroke, not specified as haemorrhage or infarction)	added
131371	Source of report of I65 (occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction)	added
131373	Source of report of I66 (occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction)	added
131375	Source of report of I67 (other cerebrovascular diseases)	added
131377	Source of report of I68 (cerebrovascular disorders in diseases classified elsewhere)	added
131379	Source of report of I69 (sequelae of cerebrovascular disease)	added
131381	Source of report of I70 (atherosclerosis)	added
131383	Source of report of I71 (aortic aneurysm and dissection)	added
131385	Source of report of I72 (other aneurysm)	added
131387	Source of report of I73 (other peripheral vascular diseases)	added
131389	Source of report of I74 (arterial embolism and thrombosis)	added
131391	Source of report of I77 (other disorders of arteries and arterioles)	added
131393	Source of report of I78 (diseases of capillaries)	added
131395	Source of report of I79 (disorders of arteries, arterioles and capillaries in diseases classified elsewhere)	added
131397	Source of report of I80 (phlebitis and thrombophlebitis)	added
131399	Source of report of I81 (portal vein thrombosis)	added
131401	Source of report of I82 (other venous embolism and thrombosis)	added
131403	Source of report of I83 (varicose veins of lower extremities)	added
131405	Source of report of I84 (haemorrhoids)	added
131407	Source of report of I85 (oesophageal varices)	added
131409	Source of report of I86 (varicose veins of other sites)	added
131411	Source of report of I87 (other disorders of veins)	added
131413	Source of report of I88 (nonspecific lymphadenitis)	added
131415	Source of report of I89 (other non-infective disorders of lymphatic vessels and lymph nodes)	added
131417	Source of report of I95 (hypotension)	added
131419	Source of report of I97 (postprocedural disorders of circulatory system, not elsewhere classified)	added
131421	Source of report of I98 (other disorders of circulatory system in diseases classified elsewhere)	added
131423	Source of report of I99 (other and unspecified disorders of circulatory system)	added
131425	Source of report of J00 (acute nasopharyngitis [common cold])	added
131427	Source of report of J01 (acute sinusitis)	added
131429	Source of report of J02 (acute pharyngitis)	added
131431	Source of report of J03 (acute tonsillitis)	added
131433	Source of report of J04 (acute laryngitis and tracheitis)	added
131435	Source of report of J05 (acute obstructive laryngitis [croup] and epiglottitis)	added
131437	Source of report of J06 (acute upper respiratory infections of multiple and unspecified sites)	added
131439	Source of report of J09 (influenza due to certain identified influenza virus)	added
131441	Source of report of J10 (influenza due to identified influenza virus)	added
131443	Source of report of J11 (influenza, virus not identified)	added
131445	Source of report of J12 (viral pneumonia, not elsewhere classified)	added
131447	Source of report of J13 (pneumonia due to streptococcus pneumoniae)	added
131449	Source of report of J14 (pneumonia due to haemophilus influenzae)	added
131451	Source of report of J15 (bacterial pneumonia, not elsewhere classified)	added
131453	Source of report of J16 (pneumonia due to other infectious organisms, not elsewhere classified)	added
131455	Source of report of J17 (pneumonia in diseases classified elsewhere)	added
131457	Source of report of J18 (pneumonia, organism unspecified)	added
131459	Source of report of J20 (acute bronchitis)	added
131461	Source of report of J21 (acute bronchiolitis)	added
131463	Source of report of J22 (unspecified acute lower respiratory infection)	added
131465	Source of report of J30 (vasomotor and allergic rhinitis)	added
131467	Source of report of J31 (chronic rhinitis, nasopharyngitis and pharyngitis)	added
131469	Source of report of J32 (chronic sinusitis)	added
131471	Source of report of J33 (nasal polyp)	added
131473	Source of report of J34 (other disorders of nose and nasal sinuses)	added
131475	Source of report of J35 (chronic diseases of tonsils and adenoids)	added
131477	Source of report of J36 (peritonsillar abscess)	added
131479	Source of report of J37 (chronic laryngitis and laryngotracheitis)	added
131481	Source of report of J38 (diseases of vocal cords and larynx, not elsewhere classified)	added
131483	Source of report of J39 (other diseases of upper respiratory tract)	added
131485	Source of report of J40 (bronchitis, not specified as acute or chronic)	added
131487	Source of report of J41 (simple and mucopurulent chronic bronchitis)	added
131489	Source of report of J42 (unspecified chronic bronchitis)	added
131491	Source of report of J43 (emphysema)	added
131493	Source of report of J44 (other chronic obstructive pulmonary disease)	added
131495	Source of report of J45 (asthma)	added
131497	Source of report of J46 (status asthmaticus)	added
131499	Source of report of J47 (bronchiectasis)	added
131501	Source of report of J60 (coalworker's pneumoconiosis)	added
131503	Source of report of J61 (pneumoconiosis due to asbestos and other mineral fibres)	added
131505	Source of report of J62 (pneumoconiosis due to dust containing silica)	added
131507	Source of report of J63 (pneumoconiosis due to other inorganic dusts)	added
131509	Source of report of J64 (unspecified pneumoconiosis)	added
131513	Source of report of J66 (airway disease due to specific organic dust)	added
131515	Source of report of J67 (hypersensitivity pneumonitis due to organic dust)	added
131517	Source of report of J68 (respiratory conditions due to inhalation of chemicals, gases, fumes and vapours)	added
131519	Source of report of J69 (pneumonitis due to solids and liquids)	added
131521	Source of report of J70 (respiratory conditions due to other external agents)	added
131523	Source of report of J80 (adult respiratory distress syndrome)	added
131525	Source of report of J81 (pulmonary oedema)	added
131527	Source of report of J82 (pulmonary eosinophilia, not elsewhere classified)	added
131529	Source of report of J84 (other interstitial pulmonary diseases)	added
131531	Source of report of J85 (abscess of lung and mediastinum)	added
131533	Source of report of J86 (pyothorax)	added
131535	Source of report of J90 (pleural effusion, not elsewhere classified)	added
131537	Source of report of J91 (pleural effusion in conditions classified elsewhere)	added
131539	Source of report of J92 (pleural plaque)	added
131541	Source of report of J93 (pneumothorax)	added
131543	Source of report of J94 (other pleural conditions)	added
131545	Source of report of J95 (postprocedural respiratory disorders, not elsewhere classified)	added
131547	Source of report of J96 (respiratory failure, not elsewhere classified)	added
131549	Source of report of J98 (other respiratory disorders)	added
131551	Source of report of J99 (respiratory disorders in diseases classified elsewhere)	added
131553	Source of report of K00 (disorders of tooth development and eruption)	added
131555	Source of report of K01 (embedded and impacted teeth)	added
131557	Source of report of K02 (dental caries)	added
131559	Source of report of K03 (other diseases of hard tissues of teeth)	added
131561	Source of report of K04 (diseases of pulp and periapical tissues)	added
131563	Source of report of K05 (gingivitis and periodontal diseases)	added
131565	Source of report of K06 (other disorders of gingiva and edentulous alveolar ridge)	added
131567	Source of report of K07 (dentofacial anomalies [including malocclusion])	added
131569	Source of report of K08 (other disorders of teeth and supporting structures)	added
131571	Source of report of K09 (cysts of oral region, not elsewhere classified)	added
131573	Source of report of K10 (other diseases of jaws)	added
131575	Source of report of K11 (diseases of salivary glands)	added
131577	Source of report of K12 (stomatitis and related lesions)	added
131579	Source of report of K13 (other diseases of lip and oral mucosa)	added
131581	Source of report of K14 (diseases of tongue)	added
131583	Source of report of K20 (oesophagitis)	added
131585	Source of report of K21 (gastro-oesophageal reflux disease)	added
131587	Source of report of K22 (other diseases of oesophagus)	added
131589	Source of report of K23 (disorders of oesophagus in diseases classified elsewhere)	added
131591	Source of report of K25 (gastric ulcer)	added
131593	Source of report of K26 (duodenal ulcer)	added
131595	Source of report of K27 (peptic ulcer, site unspecified)	added
131597	Source of report of K28 (gastrojejunal ulcer)	added
131599	Source of report of K29 (gastritis and duodenitis)	added
131601	Source of report of K30 (dyspepsia)	added
131603	Source of report of K31 (other diseases of stomach and duodenum)	added
131605	Source of report of K35 (acute appendicitis)	added
131607	Source of report of K36 (other appendicitis)	added
131609	Source of report of K37 (unspecified appendicitis)	added
131611	Source of report of K38 (other diseases of appendix)	added
131613	Source of report of K40 (inguinal hernia)	added
131615	Source of report of K41 (femoral hernia)	added
131617	Source of report of K42 (umbilical hernia)	added
131619	Source of report of K43 (ventral hernia)	added
131621	Source of report of K44 (diaphragmatic hernia)	added
131623	Source of report of K45 (other abdominal hernia)	added
131625	Source of report of K46 (unspecified abdominal hernia)	added
131627	Source of report of K50 (crohn's disease [regional enteritis])	added
131629	Source of report of K51 (ulcerative colitis)	added
131631	Source of report of K52 (other non-infective gastro-enteritis and colitis)	added
131633	Source of report of K55 (vascular disorders of intestine)	added
131635	Source of report of K56 (paralytic ileus and intestinal obstruction without hernia)	added
131637	Source of report of K57 (diverticular disease of intestine)	added
131639	Source of report of K58 (irritable bowel syndrome)	added
131641	Source of report of K59 (other functional intestinal disorders)	added
131643	Source of report of K60 (fissure and fistula of anal and rectal regions)	added
131645	Source of report of K61 (abscess of anal and rectal regions)	added
131647	Source of report of K62 (other diseases of anus and rectum)	added
131649	Source of report of K63 (other diseases of intestine)	added
131651	Source of report of K64 (haemorrhoids and perianal venous thrombosis)	added
131653	Source of report of K65 (peritonitis)	added
131655	Source of report of K66 (other disorders of peritoneum)	added
131657	Source of report of K67 (disorders of peritoneum in infectious diseases classified elsewhere)	added
131659	Source of report of K70 (alcoholic liver disease)	added
131661	Source of report of K71 (toxic liver disease)	added
131663	Source of report of K72 (hepatic failure, not elsewhere classified)	added
131665	Source of report of K73 (chronic hepatitis, not elsewhere classified)	added
131667	Source of report of K74 (fibrosis and cirrhosis of liver)	added
